"regulatoryGene"	"targetGene"	"weight"
"ENSG00000181085"	"ENSG00000249853"	1.17520240372445e-05
"ENSG00000164309"	"ENSG00000106536"	1.12237510726903e-05
"ENSG00000198739"	"ENSG00000258949"	1.11486804468421e-05
"ENSG00000109846"	"ENSG00000249853"	1.08908628027194e-05
"ENSG00000237857"	"ENSG00000150991"	1.08499254797774e-05
"ENSG00000249853"	"ENSG00000174279"	1.05460375350339e-05
"ENSG00000139211"	"ENSG00000274383"	8.87809797831619e-06
"ENSG00000137868"	"ENSG00000225527"	8.86505650913345e-06
"ENSG00000174279"	"ENSG00000150991"	8.68134558550118e-06
"ENSG00000181085"	"ENSG00000258949"	8.46247589250895e-06
"ENSG00000174279"	"ENSG00000223403"	8.27821450185186e-06
"ENSG00000151779"	"ENSG00000253347"	8.07738202909861e-06
"ENSG00000261888"	"ENSG00000177551"	8.0734948131487e-06
"ENSG00000262543"	"ENSG00000139292"	7.9310564660009e-06
"ENSG00000164176"	"ENSG00000128710"	7.86626637781988e-06
"ENSG00000269867"	"ENSG00000223403"	7.7053182526275e-06
"ENSG00000253347"	"ENSG00000139211"	7.60843870445705e-06
"ENSG00000274383"	"ENSG00000261888"	7.51223783904835e-06
"ENSG00000164099"	"ENSG00000177551"	7.29948975881595e-06
"ENSG00000197099"	"ENSG00000109846"	7.23799124788493e-06
"ENSG00000198739"	"ENSG00000198785"	7.05995911365855e-06
"ENSG00000164309"	"ENSG00000150991"	6.8845862082024e-06
"ENSG00000151779"	"ENSG00000249853"	6.84911105130893e-06
"ENSG00000198739"	"ENSG00000164176"	6.77283393235023e-06
"ENSG00000225527"	"ENSG00000150991"	6.72450160184867e-06
"ENSG00000249853"	"ENSG00000198739"	6.68613126750975e-06
"ENSG00000254656"	"ENSG00000197099"	6.67940603361798e-06
"ENSG00000280727"	"ENSG00000172568"	6.35201892389141e-06
"ENSG00000150991"	"ENSG00000105357"	6.27276729151233e-06
"ENSG00000238113"	"ENSG00000137868"	6.04243377484316e-06
"ENSG00000105357"	"ENSG00000275993"	6.00159645180624e-06
"ENSG00000139292"	"ENSG00000164099"	5.96916857561367e-06
"ENSG00000198739"	"ENSG00000164309"	5.87747100760126e-06
"ENSG00000137868"	"ENSG00000106536"	5.75883963724369e-06
"ENSG00000269867"	"ENSG00000164309"	5.74396479849436e-06
"ENSG00000148795"	"ENSG00000177551"	5.67022716820202e-06
"ENSG00000280727"	"ENSG00000109846"	5.63077922121574e-06
"ENSG00000182575"	"ENSG00000176716"	5.31889205245917e-06
"ENSG00000235436"	"ENSG00000139292"	5.03505462707342e-06
"ENSG00000235436"	"ENSG00000182575"	4.95529306502692e-06
"ENSG00000164176"	"ENSG00000274370"	4.86184765125077e-06
"ENSG00000274370"	"ENSG00000280727"	4.64103501516681e-06
