"regulatoryGene"	"targetGene"	"weight"
"ENSG00000197099"	"ENSG00000261613"	0.00280370799877287
"ENSG00000176716"	"ST8SIA2"	0.00280160175094095
"MYL3"	"ENSG00000224080"	0.00280015685069838
"NXPH3"	"MYLPF"	0.00279838609464585
"DPY19L2P4"	"ENSG00000234450"	0.00279767290853166
"CMYA5"	"TPSD1"	0.00279494332024944
"MEG9"	"ENSG00000276354"	0.00279311050775905
"KCNK15"	"ENSG00000237857"	0.0027873131163711
"LINC01410"	"TKTL1"	0.00278719121735163
"MEG9"	"TJP3"	0.00278340700713464
"HOXD10"	"SCN11A"	0.00278154873089674
"POU6F2"	"ZNF385A"	0.00278146501930002
"SLC44A3-AS1"	"MYH14"	0.00277971779995805
"POU6F2"	"INMT"	0.00277892792605362
"ENSG00000274383"	"LOC102724889"	0.002776795299806
"TIE1"	"MYL3"	0.00277649863273813
"PDGFD"	"MYH14"	0.00277121458322353
"ENSG00000227745"	"EVX2"	0.00276358061821829
"LINC00562"	"EVX2"	0.00276358061821829
"SIK1B"	"TNFSF9"	0.00276339830552394
"IRX3"	"POU6F2"	0.00276055074097277
"MYH14"	"ENSG00000198406"	0.00275966985493033
"ENSG00000176716"	"EIF4E1B"	0.00275621892246704
"PTH1R"	"MYL3"	0.00275527595325409
"ENSG00000261888"	"GATA6"	0.00274919087420872
"EDIL3"	"POMK"	0.00274528608392894
"CRYAB"	"AJUBA"	0.00274399501966109
"PCYT1A"	"CMYA5"	0.00274238455492884
"SIX5"	"CMYA5"	0.0027407385897197
"ENSG00000274370"	"ENSG00000229582"	0.00273541943267268
"ENSG00000227230"	"ENSG00000280727"	0.00272505409393746
"ENSG00000257790"	"PRSS12"	0.00272407691794273
"STRA6"	"ARHGEF9"	0.00272077169440339
"HS3ST5"	"PLAGL1"	0.00271753115295776
"STRA6"	"HIST1H1B"	0.00271739213353312
"CRYAB"	"TEAD4"	0.00271583049960638
"AMIGO2"	"WWOX"	0.00271485837942611
"TGFBI"	"MYL3"	0.00271478639100152
"ACP2"	"NXPH3"	0.00271389361578446
"ZNF683"	"ENSG00000261888"	0.00271254208388327
"FNDC9"	"NET1"	0.00271157444642324
"RRAGB"	"FNDC9"	0.00271098197073315
"CRYAB"	"SPAG17"	0.00270430161404558
"DPY19L2P4"	"ASB13"	0.00270408802946441
"MYL3"	"RAP1GAP"	0.0027007494795231
"STRA6"	"FZD3"	0.00270005700275312
"ENSG00000232406"	"ENSG00000176716"	0.00269955635100791
"SMAP1"	"ENSG00000176716"	0.00269826080966853
"RTL1"	"ENSG00000204789"	0.00269796390824993
"C22orf24"	"ENSG00000176716"	0.00269777166362221
"FAM182A"	"ENSG00000176716"	0.00269648784565104
"SPATA9"	"ENSG00000176716"	0.00269648784565104
"TRIM66"	"ENSG00000176716"	0.00269648784565104
"GTPBP2"	"ENSG00000176716"	0.00269648784565104
"SETD4"	"ENSG00000176716"	0.00269648784565104
"DISP3"	"ENSG00000176716"	0.00269648784565104
"FALEC"	"ENSG00000176716"	0.00269648784565104
"HOXA10"	"ENSG00000176716"	0.00269648784565104
"ENSG00000272606"	"ENSG00000176716"	0.00269648784565104
"HYKK"	"MYH14"	0.00269617082901423
"STRA6"	"SELENOI"	0.00269446406959678
"ERO1A"	"NHLH2"	0.00268967276442936
"CHAT"	"GRIN3A"	0.00268894310789636
"ENSG00000260257"	"POU6F2"	0.0026877705279844
"IGF2BP2"	"PRSS12"	0.00268694834288516
"CEBPA"	"ENSG00000274370"	0.00268530880246752
"CMYA5"	"VEGFC"	0.00268171605089608
"HOXD10"	"EHMT1"	0.00268098653802402
"ENSG00000273483"	"CYP17A1"	0.00268073749295862
"ENSG00000229212"	"HOXD10"	0.00267916718710938
"FLJ46284"	"ENSG00000261888"	0.00267829651969566
"LOC101927418"	"BSG"	0.00267807531875377
"NBAS"	"SDC1"	0.00267784741594918
"CRPPA"	"LRRTM3"	0.00267784485733304
"MYL3"	"STC2"	0.00267643325879938
"ENSG00000237793"	"LGR5"	0.00267426079510346
"PACRG"	"EDIL3"	0.00266897752029521
"ENSG00000226751"	"ENSG00000237857"	0.00266866962993436
"LINC01410"	"ENSG00000248971"	0.00266712474542062
"PRSS12"	"ENSG00000280180"	0.00266503674666208
"SPACA9"	"AMIGO2"	0.00266470469788978
"ENSG00000176716"	"ENSG00000260740"	0.00266190987463312
"NXPH3"	"SYNPR"	0.0026607806284886
"CRYAB"	"DLK1"	0.00265950112744275
